,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,101000000.0,102000000.0,104000000.0,102000000.0
Capital Surplus,1300000000.0,1308000000.0,1317000000.0,1333000000.0
Total Liab,6374000000.0,6456000000.0,6420000000.0,6341000000.0
Total Stockholder Equity,2873000000.0,2826000000.0,2922000000.0,3029000000.0
Minority Interest,2703000000.0,2649000000.0,2681000000.0,2641000000.0
Other Current Liab,134000000.0,164000000.0,278000000.0,352000000.0
Total Assets,11950000000.0,11931000000.0,12023000000.0,12011000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,50000000.0,86000000.0,132000000.0,35000000.0
Retained Earnings,1997000000.0,1905000000.0,1927000000.0,2013000000.0
Other Liab,1609000000.0,1620000000.0,1628000000.0,1571000000.0
Good Will,2346000000.0,2357000000.0,2374000000.0,2377000000.0
Treasury Stock,-426000000.0,-389000000.0,-324000000.0,-319000000.0
Other Assets,203000000.0,207000000.0,207000000.0,211000000.0
Cash,563000000.0,553000000.0,683000000.0,804000000.0
Total Current Liabilities,615000000.0,681000000.0,906000000.0,891000000.0
Other Stockholder Equity,-426000000.0,-388000000.0,-320000000.0,-305000000.0
Property Plant Equipment,8070000000.0,8008000000.0,7891000000.0,7741000000.0
Total Current Assets,1136000000.0,1171000000.0,1367000000.0,1489000000.0
Long Term Investments,94000000.0,86000000.0,80000000.0,91000000.0
Net Tangible Assets,426000000.0,367000000.0,444000000.0,550000000.0
Net Receivables,250000000.0,234000000.0,265000000.0,271000000.0
Long Term Debt,3959000000.0,3960000000.0,3712000000.0,3713000000.0
Inventory,273000000.0,298000000.0,287000000.0,379000000.0
Accounts Payable,389000000.0,424000000.0,85000000.0,451000000.0
Short Long Term Debt,,,249000000.0,
