,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-80092000.0,-58645000.0,-28477000.0,239100000.0
Total Cashflows From Investing Activities,-7904000.0,176832000.0,-21435000.0,-20211000.0
Total Cash From Financing Activities,-3443000.0,530000.0,-249884000.0,87255000.0
Change To Operating Activities,-91028000.0,3301000.0,66964000.0,79108000.0
Issuance Of Stock,858000.0,889000.0,996000.0,1210000.0
Net Income,77752000.0,184453000.0,38946000.0,-182895000.0
Change In Cash,-168835000.0,653980000.0,-213569000.0,119936000.0
Repurchase Of Stock,-4301000.0,-390000.0,-553000.0,-553000.0
Effect Of Exchange Rate,-6900000.0,14047000.0,-1953000.0,-4410000.0
Total Cash From Operating Activities,-150588000.0,462571000.0,59703000.0,57302000.0
Depreciation,35512000.0,40815000.0,37250000.0,38354000.0
Change To Inventory,49246000.0,175236000.0,147500000.0,-247729000.0
Change To Account Receivables,-170493000.0,273488000.0,-231933000.0,98463000.0
Change To Netincome,27252000.0,-140429000.0,18604000.0,21441000.0
Capital Expenditures,-8465000.0,-20652000.0,-20777000.0,-19364000.0
Other Cashflows From Financing Activities,,31000.0,-327000.0,-52708000.0
Net Borrowings,,,-250000000.0,138753000.0
