,2017-03-31,2018-03-31,2019-03-31,2020-03-31
Investments,-28582000000.0,-52936000000.0,-65965000000.0,-60463000000.0
Change To Liabilities,4611000000.0,5690000000.0,8639000000.0,7914000000.0
Total Cashflows From Investing Activities,-79579000000.0,-83764000000.0,-151060000000.0,-108072000000.0
Net Borrowings,29333000000.0,33625000000.0,-4231000000.0,-15953000000.0
Total Cash From Financing Activities,32914000000.0,20359000000.0,-7392000000.0,70853000000.0
Change To Operating Activities,478000000.0,10425000000.0,20551000000.0,10966000000.0
Issuance Of Stock,14694000000.0,399000000.0,354000000.0,91506000000.0
Net Income,43675000000.0,64093000000.0,87886000000.0,149433000000.0
Change In Cash,38227000000.0,56335000000.0,-4232000000.0,147488000000.0
Effect Of Exchange Rate,2038000000.0,-6065000000.0,3245000000.0,4100000000.0
Total Cash From Operating Activities,82854000000.0,125805000000.0,150975000000.0,180607000000.0
Depreciation,14185000000.0,21885000000.0,36936000000.0,42427000000.0
Other Cashflows From Investing Activities,-253000000.0,-450000000.0,-8000000.0,-228000000.0
Other Cashflows From Financing Activities,2069000000.0,-13665000000.0,7357000000.0,-4700000000.0
Change To Netincome,15100000000.0,16967000000.0,-6241000000.0,-32671000000.0
Capital Expenditures,-11006000000.0,-19628000000.0,-35482000000.0,-32550000000.0
Repurchase Of Stock,-13182000000.0,-10872000000.0,-10872000000.0,
