,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,60947000000.0,57580000000.0,56378000000.0,73940000000.0,70833000000.0
Capital Surplus,343707000000.0,349742000000.0,377769000000.0,388755000000.0,394308000000.0
Total Liab,442437000000.0,448515000000.0,460436000000.0,561355000000.0,615257000000.0
Total Stockholder Equity,755401000000.0,808703000000.0,857403000000.0,937061000000.0,937470000000.0
Minority Interest,115147000000.0,111959000000.0,115787000000.0,136850000000.0,137491000000.0
Other Current Liab,141395000000.0,78839000000.0,79702000000.0,118203000000.0,232691000000.0
Total Assets,1312985000000.0,1369177000000.0,1433626000000.0,1635266000000.0,1690218000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,33677000000.0,104754000000.0,112232000000.0,135565000000.0,56602000000.0
Retained Earnings,412387000000.0,459920000000.0,488796000000.0,568331000000.0,562271000000.0
Other Liab,61198000000.0,56518000000.0,58602000000.0,70197000000.0,73966000000.0
Good Will,276782000000.0,276896000000.0,276172000000.0,293393000000.0,292771000000.0
Treasury Stock,-694000000.0,-960000000.0,-9163000000.0,-20026000000.0,-19110000000.0
Other Assets,23325000000.0,58152000000.0,61521000000.0,97357000000.0,26392000000.0
Cash,330503000000.0,309267000000.0,301509000000.0,312137000000.0,321262000000.0
Total Current Liabilities,241872000000.0,248093000000.0,262942000000.0,358160000000.0,377358000000.0
Deferred Long Term Asset Charges,7590000000.0,,,,11041000000.0
Short Long Term Debt,,,,9775000000.0,9831000000.0
Other Stockholder Equity,-694000000.0,-960000000.0,-9163000000.0,-19253000000.0,-19110000000.0
Property Plant Equipment,138047000000.0,111461000000.0,118037000000.0,147082000000.0,219452000000.0
Total Current Assets,462923000000.0,491312000000.0,522935000000.0,597726000000.0,643360000000.0
Long Term Investments,350961000000.0,373776000000.0,398583000000.0,425768000000.0,437410000000.0
Net Tangible Assets,417672000000.0,474227000000.0,524853000000.0,569728000000.0,573866000000.0
Short Term Investments,32712000000.0,77291000000.0,109194000000.0,150024000000.0,162183000000.0
Net Receivables,43625000000.0,,,,56923000000.0
Long Term Debt,120276000000.0,120894000000.0,116885000000.0,102652000000.0,135716000000.0
Inventory,14859000000.0,,,,27858000000.0
Accounts Payable,67173000000.0,,,,94368000000.0
Deferred Long Term Liab,275000000.0,,,,
