,2021-04-03,2021-01-02,2020-09-26,2020-06-27
Intangible Assets,3990100000.0,4055400000.0,4069000000.0,4106400000.0
Capital Surplus,4842800000.0,4832700000.0,4785300000.0,4773200000.0
Total Liab,12471200000.0,12499900000.0,12661600000.0,13018800000.0
Total Stockholder Equity,9901800000.0,9559600000.0,8872900000.0,8459500000.0
Minority Interest,3000000.0,6800000.0,6400000.0,6100000.0
Other Current Liab,137500000.0,615800000.0,135800000.0,121700000.0
Total Assets,23876000000.0,23566300000.0,23040900000.0,22984400000.0
Common Stock,442300000.0,442300000.0,442300000.0,442300000.0
Other Current Assets,21600000.0,34700000.0,465100000.0,436900000.0
Retained Earnings,7915500000.0,7547600000.0,7200400000.0,6924500000.0
Other Liab,3247800000.0,3300600000.0,3180300000.0,3224500000.0
Good Will,9975100000.0,10038100000.0,9887000000.0,9805200000.0
Treasury Stock,-3298800000.0,-3263000000.0,-3555100000.0,-3680500000.0
Other Assets,876500000.0,860200000.0,766200000.0,762900000.0
Cash,949200000.0,1381000000.0,683000000.0,859800000.0
Total Current Liabilities,4578400000.0,4558300000.0,4221800000.0,4578300000.0
Short Long Term Debt,38700000.0,90900000.0,3100000.0,3100000.0
Other Stockholder Equity,-1811400000.0,-1713700000.0,-1961100000.0,-2040600000.0
Property Plant Equipment,2511300000.0,2576600000.0,2531700000.0,2540400000.0
Total Current Assets,6523000000.0,6036000000.0,5787000000.0,5769500000.0
Net Tangible Assets,-4063400000.0,-4533900000.0,-5083100000.0,-5452100000.0
Net Receivables,1994800000.0,1512200000.0,1764200000.0,1719400000.0
Long Term Debt,4245700000.0,4245400000.0,4770600000.0,4772700000.0
Inventory,3137400000.0,2737400000.0,2874700000.0,2753400000.0
Accounts Payable,2653200000.0,2446400000.0,2345300000.0,2117400000.0
