,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,26000000.0,-308000000.0,-107000000.0,219000000.0
Change To Liabilities,28000000.0,8000000.0,35000000.0,-110000000.0
Total Cashflows From Investing Activities,-84000000.0,-396000000.0,-153000000.0,156000000.0
Net Borrowings,-685000000.0,-29000000.0,-339000000.0,-339000000.0
Total Cash From Financing Activities,-739000000.0,-274000000.0,-277000000.0,-469000000.0
Change To Operating Activities,-485000000.0,-660000000.0,-1005000000.0,-900000000.0
Net Income,271000000.0,300000000.0,271000000.0,140000000.0
Change In Cash,204000000.0,218000000.0,166000000.0,-114000000.0
Effect Of Exchange Rate,36000000.0,28000000.0,43000000.0,-70000000.0
Total Cash From Operating Activities,991000000.0,860000000.0,553000000.0,269000000.0
Depreciation,334000000.0,341000000.0,358000000.0,361000000.0
Other Cashflows From Investing Activities,2000000.0,11000000.0,10000000.0,27000000.0
Change To Account Receivables,86000000.0,34000000.0,-51000000.0,41000000.0
Other Cashflows From Financing Activities,-54000000.0,-31000000.0,-49000000.0,-130000000.0
Change To Netincome,113000000.0,75000000.0,147000000.0,-6000000.0
Capital Expenditures,-112000000.0,-73000000.0,-112000000.0,-90000000.0
Repurchase Of Stock,-214000000.0,-214000000.0,-228000000.0,
