,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Capital Surplus,654600000.0,654600000.0,654600000.0,654600000.0
Total Liab,1743300000.0,1390300000.0,1665900000.0,1636500000.0
Total Stockholder Equity,8008200000.0,7707000000.0,7128500000.0,6750700000.0
Minority Interest,1012900000.0,1561700000.0,1340200000.0,1090100000.0
Other Current Liab,294900000.0,87500000.0,66700000.0,269900000.0
Total Assets,10764400000.0,10659000000.0,10134600000.0,9477300000.0
Common Stock,45400000.0,45600000.0,45300000.0,45400000.0
Retained Earnings,7338700000.0,7029800000.0,6471300000.0,6102900000.0
Other Liab,53700000.0,57700000.0,46500000.0,54800000.0
Good Will,665700000.0,665700000.0,665700000.0,665700000.0
Treasury Stock,-30500000.0,-23000000.0,-42700000.0,-52200000.0
Other Assets,218200000.0,194200000.0,231700000.0,219400000.0
Cash,2830100000.0,2151700000.0,2228200000.0,2058100000.0
Total Current Liabilities,1543600000.0,1213800000.0,1444100000.0,1415300000.0
Other Stockholder Equity,-30500000.0,-23000000.0,-42700000.0,-52200000.0
Property Plant Equipment,814100000.0,813000000.0,821100000.0,816900000.0
Total Current Assets,3716000000.0,3039800000.0,2943000000.0,2713800000.0
Long Term Investments,5350400000.0,5946300000.0,5473100000.0,5061500000.0
Net Tangible Assets,7342500000.0,7041300000.0,6462800000.0,6085000000.0
Net Receivables,885900000.0,888100000.0,714800000.0,655700000.0
Accounts Payable,218000000.0,185200000.0,186900000.0,183700000.0
Deferred Long Term Asset Charges,,60600000.0,,
