,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Intangible Assets,783000000.0,769000000.0,1151000000.0,173000000.0,759000000.0
Capital Surplus,6240000000.0,6263000000.0,6281000000.0,6213000000.0,6232000000.0
Total Liab,153650000000.0,152818000000.0,152355000000.0,158569000000.0,163174000000.0
Total Stockholder Equity,15642000000.0,15822000000.0,16081000000.0,15734000000.0,16041000000.0
Other Current Liab,8000000.0,9000000.0,10000000.0,11000000.0,12000000.0
Total Assets,171192000000.0,170540000000.0,170336000000.0,176203000000.0,181115000000.0
Common Stock,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0
Other Current Assets,5513000000.0,5466000000.0,4248000000.0,3532000000.0,2725000000.0
Retained Earnings,12154000000.0,12375000000.0,12751000000.0,13166000000.0,13689000000.0
Other Liab,663000000.0,685000000.0,782000000.0,641000000.0,802000000.0
Good Will,2664000000.0,2664000000.0,2664000000.0,2673000000.0,2673000000.0
Treasury Stock,-4009000000.0,-4073000000.0,-4208000000.0,-4902000000.0,-5137000000.0
Other Assets,108702000000.0,105625000000.0,103845000000.0,107213000000.0,106919000000.0
Cash,1059000000.0,956000000.0,994000000.0,938000000.0,792000000.0
Total Current Liabilities,139253000000.0,139448000000.0,141569000000.0,145429000000.0,149161000000.0
Other Stockholder Equity,936000000.0,867000000.0,738000000.0,103000000.0,150000000.0
Property Plant Equipment,776000000.0,765000000.0,1383000000.0,737000000.0,785000000.0
Total Current Assets,9510000000.0,9277000000.0,7933000000.0,6884000000.0,6576000000.0
Long Term Investments,48757000000.0,51440000000.0,53360000000.0,58523000000.0,63403000000.0
Net Tangible Assets,12760000000.0,12955000000.0,12844000000.0,12888000000.0,13209000000.0
Short Term Investments,9000000.0,7000000.0,6000000.0,18000000.0,5000000.0
Long Term Debt,13734000000.0,12685000000.0,9424000000.0,12499000000.0,13211000000.0
Inventory,191000000.0,169000000.0,152000000.0,62000000.0,44000000.0
Accounts Payable,135513000000.0,136746000000.0,135282000000.0,142183000000.0,146072000000.0
Short Long Term Debt,,,4273000000.0,,
