,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,-91000000.0,-165000000.0,-136000000.0,-144000000.0
Change To Liabilities,185000000.0,-83000000.0,-64000000.0,221000000.0
Total Cashflows From Investing Activities,-106000000.0,-170000000.0,-148000000.0,-153000000.0
Net Borrowings,8000000.0,1000000.0,-69000000.0,3000000.0
Total Cash From Financing Activities,-121000000.0,-127000000.0,-238000000.0,-154000000.0
Change To Operating Activities,318000000.0,343000000.0,51000000.0,59000000.0
Issuance Of Stock,1000000.0,1000000.0,2000000.0,4000000.0
Net Income,909000000.0,484000000.0,1049000000.0,620000000.0
Change In Cash,220000000.0,208000000.0,-14000000.0,47000000.0
Repurchase Of Stock,-5000000.0,-5000000.0,-5000000.0,-28000000.0
Total Cash From Operating Activities,447000000.0,505000000.0,372000000.0,354000000.0
Depreciation,20000000.0,20000000.0,19000000.0,23000000.0
Dividends Paid,-95000000.0,-95000000.0,-95000000.0,-95000000.0
Change To Account Receivables,-146000000.0,139000000.0,70000000.0,-166000000.0
Other Cashflows From Financing Activities,-34000000.0,-34000000.0,-71000000.0,-38000000.0
Change To Netincome,-828000000.0,-439000000.0,-770000000.0,-369000000.0
Capital Expenditures,-6000000.0,-6000000.0,-4000000.0,-5000000.0
