,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,-20300000.0,112200000.0,98800000.0,-118400000.0
Total Cashflows From Investing Activities,14500000.0,-1267400000.0,-80600000.0,-133900000.0
Net Borrowings,-32700000.0,-32600000.0,-32700000.0,-32600000.0
Total Cash From Financing Activities,-292500000.0,-107400000.0,-73800000.0,-18700000.0
Change To Operating Activities,18100000.0,-37500000.0,-19600000.0,11000000.0
Issuance Of Stock,10100000.0,9200000.0,36600000.0,15200000.0
Net Income,-1068100000.0,578100000.0,535800000.0,636000000.0
Change In Cash,517100000.0,-544400000.0,706100000.0,471900000.0
Effect Of Exchange Rate,5100000.0,7600000.0,20000000.0,-13100000.0
Total Cash From Operating Activities,790000000.0,822800000.0,840500000.0,637600000.0
Depreciation,89800000.0,75200000.0,54000000.0,75600000.0
Other Cashflows From Investing Activities,-600000.0,-300000.0,-3100000.0,-3700000.0
Change To Inventory,-52400000.0,4800000.0,105300000.0,-59500000.0
Change To Account Receivables,-16700000.0,-45900000.0,44100000.0,-87900000.0
Other Cashflows From Financing Activities,-16200000.0,-10500000.0,-1200000.0,-1300000.0
Change To Netincome,1839600000.0,135900000.0,1000000.0,180800000.0
Capital Expenditures,-6200000.0,-10800000.0,-77500000.0,-20200000.0
Repurchase Of Stock,-253700000.0,-73500000.0,-76500000.0,
Investments,21300000.0,17900000.0,,
